,Index,filename,title,full-date,start-date,mid-date,end-date,circa,geography,country,url,image_url,artist,cleaned_artist,second_artist,Nickname,Notes,Attributed to,Attributed to.1,Attributed to.2,Copy of/After,In Style of,Workshop of,Circle of,width,height,area
69,69,0000122.jpeg,Portrait of Mary of Burgundy (Marie de Bourgogne),2nd half 15th Century,1450,1475,1499,,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARMNIG_10313261476;prevRouteTS=1568655125183,https://mdxdv.artstor.org/thumb/imgstor/size1/armn/d0001/rmn_art333829.jpg,Anonymous Flemish,Anonymous,,,,,,,,,,,171,196,33516
70,70,0000125.jpeg,Portrait of a Gentleman,15th C,1400,1450,1499,,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822001052461;prevRouteTS=1568655125183,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d4098/41822001052461.jpg,"Weyden, Rogier van der, 1399 or 1400-1464",Rogier van der Weyden,,,,,,,,,,,133,200,26600
71,71,0000126.jpeg,Madonna and Child with Portrait: det.: Donor,15th C,1400,1450,1499,,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000997740;prevRouteTS=1568655125183,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d4065/41822000997740.jpg,"Memling, Hans, 1430?-1494",Hans Memling,,,,,,,,,,,143,200,28600
72,72,0000128.jpeg,Portrait of a Man with a Pink,about 1500,,1500,,yes,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/GETTY_GGMP_1031171886;prevRouteTS=1568655125183,https://mdxdv.artstor.org/thumb/imgstor/size1/getty/ggmp/gm_00055801_as_8b.jpg,"Michael Sittow (Netherlandish, about 1469 - 1525)",Michael Sittow,,,,,,,,,,,151,196,29596
73,73,0000129.jpeg,Portrait of a ManPortrait of a Man Holding a Flower,c. 1505,,1505,,yes,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/FRICKIG_1039771261;prevRouteTS=1568655125183,https://mdxdv.artstor.org/thumb/imgstor/size1/frick/d0001/frick_c25860_post_8b.jpg,"Matsys the Elder, Quentin (Flemish, 1466-1530)",Quentin Matsys,,Quentin Matsys the Elder,,,,,,,,,147,196,28812
74,74,0000130.jpeg,Portrait of a Goldsmith,1505-10,1505,1507.5,1510,,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000254720;prevRouteTS=1568655125183,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d4029/41822000254720.jpg,"David, Gerard, ca. 1460-1523",Gerard David,,,,,,,,,,,148,200,29600
75,75,0000131.jpeg,Portrait of the Danish King Christian II,Either 1514 or 1515,1514,1514.5,1515,,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AKUNSTIG_10313757029;prevRouteTS=1568655125183,https://mdxdv.artstor.org/thumb/imgstor/size1/asmk/d0001/smk_kmssp789_8b_srgb.jpg,"Michiel Sittow, About 1468 Tallinn - 1525 Tallinn, Flemish",Michiel Sittow,,,,,,,,,,,136,196,26656
76,76,0000132.jpeg,Portrait of Charles V,1516,,1516,,,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/SCALA_ARCHIVES_1039929991;prevRouteTS=1568655125183,https://mdxdv.artstor.org/thumb/imgstor/size1/scala/archives/scala_0124111g_post.jpg,Bernaert van Orley,Bernaert van Orley,,,,,,,,,,,140,196,27440
77,77,0000134.jpeg,Portrait of Dr. Joris van Zelle (Georg van Zelle; Georges de Zelle; Henri Zelle),1519,,1519,,,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/SCALA_ARCHIVES_1039929636;prevRouteTS=1568655125183,https://mdxdv.artstor.org/thumb/imgstor/size1/scala/archives/scala_0008022g_post.jpg,Bernaert van Orley,Bernaert van Orley,,,,,,,,,,,162,196,31752
78,78,0000135.jpeg,The Magdalen,about 1510,,1510,,yes,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ANGLIG_10313768430;prevRouteTS=1568655125183,https://mdxdv.artstor.org/thumb/imgstor/size1/angl/d0001/ng_london_ng2614_8b_srgb.jpg,"Workshop of the Master of the Magdalen Legend, active about 1483 - 1527",Unsure,,,,,,,,,Master of the Magdalen Legend,,142,196,27832
79,79,0000137.jpeg,Portrait of a Gentleman,c. 1520,,1520,,yes,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AKRESS_10312336628;prevRouteTS=1568655125183,https://mdxdv.artstor.org/thumb/imgstor/size1/kress/d0001/kress_2002_post_as_8b_srgb.jpg,"Bernaert van Orley, Attributed to, Dutch (Netherlandish), c. 1488-1541",Unsure,,,,Bernaert van Orley,,,,,,,150,196,29400
80,80,0000138.jpeg,Portrait of a Man Holding a Rosary,1510-1520,1510,1515,1520,,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AWALTERSIG_10312545927;prevRouteTS=1568655143637,https://mdxdv.artstor.org/thumb/imgstor/size1/walters/d0001/walters_pl1_37.251_tr_t05iii.jpg,Artist: Anonymous (Flemish),Anonymous,,,,,,,,,,,168,196,32928
81,81,0000139.jpeg,"Portrait of a Man, Aged 32",1521,,1521,,,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/LESSING_ART_10310751804;prevRouteTS=1568655143637,https://mdxdv.artstor.org/thumb/imgstor/size1/lessing/art/lessing_40030537_8b_srgb.jpg,Jan van Scorel (1495-1562),Jan van Scorel,,,,,,,,,,,164,196,32144
82,82,0000140.jpeg,Portrait of a Gentleman,1523,,1523,,,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/FRICKIG_1039772236;prevRouteTS=1568655143637,https://mdxdv.artstor.org/thumb/imgstor/size1/frick/d0001/frick_c23709_post_8b.jpg,"Benson, Ambrosius (Flemish, op.1519-m.1550)",Ambrosius Benson,,,,,,,,,,,132,196,25872
83,83,0000141.jpeg,Portrait of Isabella of Portugal,about 1450; later additions about 1500,1450,1450,1500,yes,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/GETTY_GGMP_1031171754;prevRouteTS=1568655143637,https://mdxdv.artstor.org/thumb/imgstor/size1/getty/ggmp/gm_00074101_as_8b.jpg,"Workshop of Rogier van der Weyden (Netherlandish, 1399/1400 - 1464)",Unsure,,,,,,,,,Rogier van der Weyden,,155,196,30380
84,84,0000142.jpeg,Portrait of a Young Man,c. 1520,,1520,,yes,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/LESSING_ART_10310751101;prevRouteTS=1568655143637,https://mdxdv.artstor.org/thumb/imgstor/size1/lessing/art/lessing_40040247_8b_srgb.jpg,Bernaert van Orley,Bernaert van Orley,,,,,,,,,,,147,196,28812
85,85,0000143.jpeg,"Portrait of a Lady, identified as Catherine of Aragon (1485-1536)",c. 1503-1504,1503,1503.5,1504,yes,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/LESSING_ART_10310751774;prevRouteTS=1568655143637,https://mdxdv.artstor.org/thumb/imgstor/size1/lessing/art/lessing_40060149_8b_srgb.jpg,Michael Sittow (c. 1468-1525 or 1526),Michael Sittow,,,,,,,,,,,134,196,26264
86,86,0000144.jpeg,Portrait of a Benedictine Monk (Portrait of a 40-Year-Old Monk),1526,,1526,,,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARMNIG_10313470749;prevRouteTS=1568655143637,https://mdxdv.artstor.org/thumb/imgstor/size1/armn/d0001/rmn_art320315_as_8b_srgb.jpg,Jan Gossaert,Jan Gossaert,,,,,,,,,,,139,196,27244
87,87,0000145.jpeg,Portrait of a Canon,Late 1520's,1527,1528.5,1529,,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000998425;prevRouteTS=1568655143637,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d4067/41822000998425.jpg,"Metsys, Quinten, 1466-1530",Quentin Matsys,,Quentin Matsys the Elder,,,,,,,,,164,200,32800
88,88,0000146.jpeg,Man in Fur (Self-Portrait?),c.1520,,1520,,yes,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000998698;prevRouteTS=1568655143637,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d4069/41822000998698.jpg,"Orley, Bernard van, d. 1542",Bernard van Orley,,,,,,,,,,,146,200,29200
89,89,0000147.jpeg,Portrait of a Woman,c. 1530,,1530,,yes,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/FRICKIG_10311807185;prevRouteTS=1568655143637,https://mdxdv.artstor.org/thumb/imgstor/size1/frick/d0001/36173_post_8b.jpg,"Cleef the Elder, Joos van (Flemish, c.1490-1540)",Joos van Cleef the Elder,,,,,,,,,,,155,196,30380
90,90,0000148.jpeg,"Portrait of Francis I, King of France",c. 1525,,1525,,yes,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMICO_PHILADELPHIA_103884149;prevRouteTS=1568655143637,https://mdxdv.artstor.org/thumb/imgstor/size1/amico/phil/pma_cat._769.jpg,"Joos van Cleve, Netherlandish (active Antwerp and France), first documented 1511, died 1540/41",Joos van Cleve,,,,,,,,,,,160,196,31360
91,91,0000149.jpeg,Portrait of a Gentleman,c. 1530,,1530,,yes,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMICO_CLARK_103904806;prevRouteTS=1568655143637,https://stor.artstor.org/stor/e688d098-4b1a-465a-8968-fd636a4b560e_size2,"Jan Gossaert, Flemish, c. 1472-1532",Jan Gossaert,,,,,,,,,,,206,256,52736
92,92,0000151.jpeg,Portrait of Francisco de los Cobos y Molina,about 1530 - 1532,1530,1531,1532,yes,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/GETTY_GGMP_1031171536;prevRouteTS=1568655143637,https://mdxdv.artstor.org/thumb/imgstor/size1/getty/ggmp/gm_00093601_as_8b.jpg,"Jan Gossaert (called Mabuse) (Netherlandish, about 1478 - 1532)",Jan Gossaert,,,,,,,,,,,149,196,29204
93,93,0000152.jpeg,A Man holding a Glove,about 1530-2,1530,1531,1532,yes,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ANGLIG_10313768076;prevRouteTS=1568655143637,https://mdxdv.artstor.org/thumb/imgstor/size1/angl/d0001/ng_london_ng946_8b_srgb.jpg,"Jan Gossaert, active 1503; died 1532",Jan Gossaert,,,,,,,,,,,135,196,26460
94,94,0000153.jpeg,Portrait of a Man,c. 1525-1530,1525,1527.5,1530,yes,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/LESSING_ART_10310750643;prevRouteTS=1568655143637,https://mdxdv.artstor.org/thumb/imgstor/size1/lessing/art/lessing_40030117_8b_srgb.jpg,Jan Gossaert (c. 1478-1532),Jan Gossaert,,,,,,,,,,,134,196,26264
95,95,0000154.jpeg,Portrait of a Man,1493-1532,1493,1512.5,1532,,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AKUNSTIG_10313756961;prevRouteTS=1568655143637,https://mdxdv.artstor.org/thumb/imgstor/size1/asmk/d0001/smk_kms184_8b_srgb.jpg,"Jan Gossaert (Mabuse), About 1478 Maubeuge - 13-10-1532 Middelburg, Flemish",Jan Gossaert,,,,,,,,,,,143,196,28028
96,96,0000156.jpeg,"Portrait of Francis I, King of France",ca. 1525-1530,1525,1527.5,1530,yes,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AWALTERSIG_10312544917;prevRouteTS=1568655143637,https://mdxdv.artstor.org/thumb/imgstor/size1/walters/d0001/walters_37.0412_post_as_8bit.jpg,"Workshop: Workshop of Joos van Cleve, Netherlandish, 16th century",Unsure,,,,,,,,,Joos van Cleve,,151,196,29596
97,97,0000157.jpeg,Portrait of a ManPortrait of a Doctor,1542,,1542,,,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/FRICKIG_10310496220;prevRouteTS=1568655143637,https://mdxdv.artstor.org/thumb/imgstor/size1/frick/d0001/26379_post_8b.jpg,"Master of the 1540s (Flemish, op.1541-1551)",Master of the 1540s,,,,,,,,,,,150,196,29400
98,98,0000158.jpeg,"Portrait of a Woman, probably a Self Portrait [Portret van een vrouw, waarschijnlijk een zelfportret]",1548,,1548,,,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARIJKMUSEUMIG_10313628743;prevRouteTS=1568655143637,https://mdxdv.artstor.org/thumb/imgstor/size1/rijksmuseum/d0001/rijks_sk-a-4256_8b_srgb.jpg,"schilder: Hemessen, Catharina van",Catharina van Hemessen,,,,,,,,,,,130,196,25480
99,99,0000159.jpeg,Self Portrait,1548,,1548,,,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000713832;prevRouteTS=1568655143637,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d4054/41822000713832.jpg,"Catharina van Hemessen, 1528-ca. 1587",Catharina van Hemessen,,,,,,,,,,,148,200,29600
100,100,0000160.jpeg,Self Portrait,1548,,1548,,,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000713840;prevRouteTS=1568655143637,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d4054/41822000713840.jpg,"Catharina van Hemessen, 1528-ca. 1587",Catharina van Hemessen,,,,,,,,,,,155,200,31000
101,101,0000161.jpeg,Portrait of a Wool Merchant,circa 1540,,1540,,yes,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AMICO_SAN_FRANCISCO_103854208;prevRouteTS=1568655143637,https://mdxdv.artstor.org/thumb/imgstor/size1/amico/san_francisco/fasf.64794.jpg,"Jan Cornelisz Vermeyen, European; Flemish, 1500 - 1559",Jan Cornelisz Vermeyen,,,,,,,,,,,150,196,29400
102,102,0000162.jpeg,Portrait of Notary (St. Ivo),1st 1/2 16th C,1500,1525,1549,,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000092773;prevRouteTS=1568655143637,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d4067/41822000092773.jpg,"Metsys, Quinten, 1466-1530",Quentin Matsys,,Quentin Matsys the Elder,,,,,,,,,162,200,32400
103,103,0000163.jpeg,"Portrait of a Lady, identified as Catherine of Aragon (1485-1536)",c. 1503-1504,1503,1503.5,1504,yes,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/LESSING_ART_10310751762;prevRouteTS=1568655143637,https://mdxdv.artstor.org/thumb/imgstor/size1/lessing/art/lessing_26010311_8b_srgb.jpg,Michael Sittow (c. 1468-1525 or 1526),Michael Sittow,,,,,,,,,,,135,196,26460
104,104,0000164.jpeg,(Portrait of a man aged 37),c. 1550,,1550,,yes,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/FRICKIG_1039771395;prevRouteTS=1568655143637,https://mdxdv.artstor.org/thumb/imgstor/size1/frick/d0001/frick_c10656_post_as_8b.jpg,"Flemish School (16th century) (Flemish, 16th C.) (attributed to)",Anonymous,,,Flemish School,,,,,,,,149,196,29204
105,105,0000166.jpeg,Portrait of a Man with a Skull,1550,,1550,,,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/FRICKIG_10310498578;prevRouteTS=1568655143637,https://mdxdv.artstor.org/thumb/imgstor/size1/frick/d0001/w5618_post_8b.jpg,"Flemish School (16th century) (Flemish, 16th C.)",Anonymous,,,Flemish School,,,,,,,,154,196,30184
106,106,0000167.jpeg,Portrait of a Lady,1551,,1551,,,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ANGLIG_10313766762;prevRouteTS=1568655143637,https://mdxdv.artstor.org/thumb/imgstor/size1/angl/d0001/ng_london_ng4732_8b_srgb.jpg,"Catharina van Hemessen, 1527/8 - after 1566?",Catharina van Hemessen,,,,,,,,,,,157,196,30772
107,107,0000168.jpeg,Portrait of a woman,1551,,1551,,,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000713873;prevRouteTS=1568655143637,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d4054/41822000713873.jpg,"Hemessen, Catharina van, 1528-ca. 1587",Catharina van Hemessen,,,,,,,,,,,149,200,29800
108,108,0000169.jpeg,"Portrait of John, Second Lord Sheffield, Aged 31",1552,,1552,,,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/FRICKIG_10310498790;prevRouteTS=1568655143637,https://mdxdv.artstor.org/thumb/imgstor/size1/frick/d0001/w5638a_post_8b.jpg,"Moro, Antonio, Sir (Flemish, 1512-1575)",Sir Antonio Moro,,,,,,,,,,,155,196,30380
109,109,0000170.jpeg,Portrait of a Man,1552,,1552,,,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ANGLIG_10313768458;prevRouteTS=1568655143637,https://mdxdv.artstor.org/thumb/imgstor/size1/angl/d0001/ng_london_ng1042_8b_srgb.jpg,"Catharina van Hemessen, 1527/8 - after 1566?",Catharina van Hemessen,,,,,,,,,,,158,196,30968
110,110,0000171.jpeg,Portrait of a Gentleman,1553,,1553,,,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/FRICKIG_1039774076;prevRouteTS=1568655143637,https://mdxdv.artstor.org/thumb/imgstor/size1/frick/d0001/frick_c20013_post_8b.jpg,"Eworth, Hans (Flemish, op.1540-1574)",Hans Eworth,,,,,,,,,,,145,196,28420
111,111,0000172.jpeg,Portrait of a Nobleman,1556,,1556,,,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/FRICKIG_10311807458;prevRouteTS=1568655143637,https://mdxdv.artstor.org/thumb/imgstor/size1/frick/d0001/38879_post_8b.jpg,"Pourbus, Pieter Jansz (Flemish, 1523-1584)",Pieter Jansz Pourbus,,Pieter Pourbus,,,,,,,,,147,196,28812
112,112,0000173.jpeg,Portrait of a Man,1550-1557,1550,1553.5,1557,,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822000713923;prevRouteTS=1568655143637,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d4054/41822000713923.jpg,"Hemessen, Jan Sanders van, ca. 1500-ca. 1563",Jan Sanders van Hemessen,,,,,,,,,,,149,200,29800
113,113,0000174.jpeg,Portrait of a Man in Armor,1558,,1558,,,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/GETTY_GGMP_1031171557;prevRouteTS=1568655143637,https://mdxdv.artstor.org/thumb/imgstor/size1/getty/ggmp/gm_00078901_as_8b.jpg,"Attributed to Antonis Mor van Dashorst (Flemish, 1517 - 1577)",Unsure,,,,Antonis Mor van Dashorst,,,,,,,137,196,26852
114,114,0000175.jpeg,Portrait of a Girl,c.1549,,1549,,yes,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822001050150;prevRouteTS=1568655143637,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d4089/41822001050150.jpg,"Teerling, Levina, ca. 1515-1576",Levina Teerling,,,,,,,,,,,161,200,32200
115,115,0000176.jpeg,Portrait of a Man in Brown and Black,c. 1554-1556,1554,1555,1556,yes,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/LESSING_ART_10310750908;prevRouteTS=1568655143637,https://mdxdv.artstor.org/thumb/imgstor/size1/lessing/art/lessing_40040413_8b_srgb.jpg,Jan van Hemessen (c. 1500-c. 1575),Jan van Hemessen,,,,,,,,,,,148,196,29008
116,116,0000177.jpeg,"Portrait of Catherine Grey, Countess of Hertford",1555-60,1555,1557.5,1560,,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ARTSTOR_103_41822001050127;prevRouteTS=1568655143637,https://mdxdv.artstor.org/thumb/imgstor/size1/ucsd/d4089/41822001050127.jpg,"Teerling, Levina, ca. 1515-1576",Levina Teerling,,,,,,,,,,,200,199,39800
117,117,0000178.jpeg,A Man with a Skull,about 1560 or later,1560,1560,1592,yes,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/ANGLIG_10313766697;prevRouteTS=1568655143637,https://mdxdv.artstor.org/thumb/imgstor/size1/angl/d0001/ng_london_ng195_8b_srgb.jpg,"Michiel Coxcie, 1499 - 1592",Michiel Coxcie,,,,,,,,,,,151,196,29596
118,118,0000179.jpeg,Portrait of a Man in Black,c. 1554-1556,1554,1555,1556,yes,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/LESSING_ART_10310750674;prevRouteTS=1568655143637,https://mdxdv.artstor.org/thumb/imgstor/size1/lessing/art/lessing_40130204_8b_srgb.jpg,Jan van Hemessen (c. 1500-c. 1575),Jan van Hemessen,,,,,,,,,,,166,196,32536
119,119,0000180.jpeg,"Portrait of Ambrose Dudley, 3rd Earl of Warwick",1560,,1560,,,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/FRICKIG_10310498800;prevRouteTS=1568655143637,https://mdxdv.artstor.org/thumb/imgstor/size1/frick/d0001/w5437a_post_8b.jpg,"Moro, Antonio, Sir (Flemish, 1512-1575) (attributed to)",Sir Antonio Moro,,,,,,,,,,,153,196,29988
120,120,0000181.jpeg,Portrait of a Young Woman,1562,,1562,,,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/FRICKIG_10310498523;prevRouteTS=1568655143637,https://mdxdv.artstor.org/thumb/imgstor/size1/frick/d0001/w7525_post_8b.jpg,"Eworth, Hans (Flemish, op.1540-1574)",Hans Eworth,,,,,,,,,,,154,196,30184
121,121,0000182.jpeg,Portrait of a Gentleman,1563,,1563,,,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/FRICKIG_10310494874;prevRouteTS=1568655143637,https://mdxdv.artstor.org/thumb/imgstor/size1/frick/d0001/w3938_post_8b.jpg,"Eworth, Hans (Flemish, op.1540-1574)",Hans Eworth,,,,,,,,,,,153,196,29988
122,122,0000183.jpeg,Portrait of St. Nicholas,1563,,1563,,,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AWALTERSIG_10312545383;prevRouteTS=1568655143637,https://mdxdv.artstor.org/thumb/imgstor/size1/walters/d0001/walters_pl1_37.2615_tr_t87ii.jpg,"Artist: Jacques de Poindre, Flemish, ca. 1527-ca. 1572",Jacques de Poindre,,,,,,,,,,,132,196,25872
123,123,0000184.jpeg,"Portrait of Hieronymus Rehlinger, Aged 51",1563,,1563,,,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/FRICKIG_10310498811;prevRouteTS=1568655143637,https://mdxdv.artstor.org/thumb/imgstor/size1/frick/d0001/w7121_post_8b.jpg,"Neufchatel, Nicolas (Flemish, 1525/7-1590)",Nicolas Neufchatel,,,,,,,,,,,154,196,30184
124,124,0000185.jpeg,Portrait of Abbot Nicholas à Spira,1563,,1563,,,Europe,Belgium,https://library-artstor-org.proxy.library.upenn.edu/#/asset/AWALTERSIG_10312545384;prevRouteTS=1568655143637,https://mdxdv.artstor.org/thumb/imgstor/size1/walters/d0001/walters_pl1_37.258_tr_t87ii.jpg,"Artist: Jacques de Poindre, Flemish, ca. 1527-ca. 1572",Jacques de Poindre,,,,,,,,,,,134,196,26264
